Familia,Valor,Th_C,Lstrike_km,h_km,L_int_km,Lmax_km,Npatches,Tmean_above_C,Ares_km2,Vres_km3,Vres_m3,Pe_W,Pe_MW,"Pe_R (conservador,0.02)","Pe_R (realista,0.05)",Promedio,PeA_MW_km2
R,5,180,20,1,30,30,1,192.6328171,600,600,600000000000,4743057073,4743.057073,94.86114147,237.1528537,166.0069976,7.905095122
R,5,180,15,1,30,30,1,192.6328171,450,450,450000000000,3557292805,3557.292805,71.1458561,177.8646402,124.5052482,7.905095122
R,5,180,10,0.5,30,30,1,192.6328171,300,150,150000000000,1185764268,1185.764268,23.71528537,59.28821342,41.50174939,3.952547561
R,5,180,15,0.5,30,30,1,192.6328171,450,225,225000000000,1778646402,1778.646402,35.57292805,88.93232012,62.25262409,3.952547561
R,5,180,20,0.5,30,30,1,192.6328171,600,300,300000000000,2371528537,2371.528537,47.43057073,118.5764268,83.00349878,3.952547561
Tamaño,7,200,10,1,19.9218,9.9609,2,210.2736058,199.218,199.218,199218000000,2002384643,2002.384643,40.04769286,100.1192321,70.0834625,10.0512235
Tamaño,7,200,15,1,19.9218,9.9609,2,210.2736058,298.827,298.827,298827000000,3003576964,3003.576964,60.07153929,150.1788482,105.1251938,10.0512235
Tamaño,7,200,20,1,19.9218,9.9609,2,210.2736058,398.436,398.436,398436000000,4004769286,4004.769286,80.09538572,200.2384643,140.166925,10.0512235
Tamaño,6,200,10,1,16.1718,8.0859,2,202.3637109,161.718,161.718,161718000000,1464925134,1464.925134,29.29850269,73.24625672,51.27237971,9.058516272
Tamaño,6,200,15,1,16.1718,8.0859,2,202.3637109,242.577,242.577,242577000000,2197387702,2197.387702,43.94775403,109.8693851,76.90856956,9.058516272
Tamaño,6,200,20,1,16.1718,8.0859,2,202.3637109,323.436,323.436,323436000000,2929850269,2929.850269,58.59700538,146.4925134,102.5447594,9.058516272
Tamaño,7,200,10,0.5,19.9218,9.9609,2,210.2736058,199.218,99.609,99609000000,1001192321,1001.192321,20.02384643,50.05961607,35.04173125,5.025611749
Tamaño,7,200,15,0.5,19.9218,9.9609,2,210.2736058,298.827,149.4135,149413500000,1501788482,1501.788482,30.03576964,75.08942411,52.56259688,5.025611749
Tamaño,7,200,20,0.5,19.9218,9.9609,2,210.2736058,398.436,199.218,199218000000,2002384643,2002.384643,40.04769286,100.1192321,70.0834625,5.025611749
Tamaño,6,200,10,0.5,16.1718,8.0859,2,202.3637109,161.718,80.859,80859000000,732462567.2,732.4625672,14.64925134,36.62312836,25.63618985,4.529258136
Tamaño,6,200,15,0.5,16.1718,8.0859,2,202.3637109,242.577,121.2885,121288500000,1098693851,1098.693851,21.97387702,54.93469254,38.45428478,4.529258136
Tamaño,6,200,20,0.5,16.1718,8.0859,2,202.3637109,323.436,161.718,161718000000,1464925134,1464.925134,29.29850269,73.24625672,51.27237971,4.529258136
R,6,180,10,1,30,30,1,196.6101208,300,300,300000000000,2510247238,2510.247238,50.20494475,125.5123619,87.85865332,8.367490792
R,6,180,15,1,30,30,1,196.6101208,450,450,450000000000,3765370856,3765.370856,75.30741713,188.2685428,131.78798,8.367490792
R,6,180,20,1,30,30,1,196.6101208,600,600,600000000000,5020494475,5020.494475,100.4098895,251.0247238,175.7173066,8.367490792
R,6,180,10,0.5,30,30,1,196.6101208,300,150,150000000000,1255123619,1255.123619,25.10247238,62.75618094,43.92932666,4.183745396
R,6,180,15,0.5,30,30,1,196.6101208,450,225,225000000000,1882685428,1882.685428,37.65370856,94.13427141,65.89398999,4.183745396
R,6,180,20,0.5,30,30,1,196.6101208,600,300,300000000000,2510247238,2510.247238,50.20494475,125.5123619,87.85865332,4.183745396
Tamaño,3,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,3,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,3,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,3,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,3,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,3,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,4,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,4,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,4,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,4,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,4,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,4,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
R,7,180,10,1,26.4844,13.2422,2,205.3529059,264.844,264.844,264844000000,2496910675,2496.910675,49.93821351,124.8455338,87.39187364,9.427854418
R,7,180,15,1,26.4844,13.2422,2,205.3529059,397.266,397.266,397266000000,3745366013,3745.366013,74.90732026,187.2683007,131.0878105,9.427854418
R,7,180,20,1,26.4844,13.2422,2,205.3529059,529.688,529.688,529688000000,4993821351,4993.821351,99.87642702,249.6910675,174.7837473,9.427854418
R,7,180,10,0.5,26.4844,13.2422,2,205.3529059,264.844,132.422,132422000000,1248455338,1248.455338,24.96910675,62.42276689,43.69593682,4.713927209
R,7,180,15,0.5,26.4844,13.2422,2,205.3529059,397.266,198.633,198633000000,1872683007,1872.683007,37.45366013,93.63415033,65.54390523,4.713927209
R,7,180,20,0.5,26.4844,13.2422,2,205.3529059,529.688,264.844,264844000000,2496910675,2496.910675,49.93821351,124.8455338,87.39187364,4.713927209
Tamaño,5,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,5,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,5,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,5,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,5,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Tamaño,5,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,700,150,10,1,30,30,1,185.8090519,300,300,300000000000,2142268540,2142.26854,42.84537081,107.113427,74.97939892,7.140895135
Temperatura,700,150,20,1,30,30,1,185.8090519,600,600,600000000000,4284537081,4284.537081,85.69074162,214.226854,149.9587978,7.140895135
Temperatura,700,150,15,1,30,30,1,185.8090519,450,450,450000000000,3213402811,3213.402811,64.26805621,160.6701405,112.4690984,7.140895135
Temperatura,700,150,10,0.5,30,30,1,185.8090519,300,150,150000000000,1071134270,1071.13427,21.4226854,53.55671351,37.48969946,3.570447567
Temperatura,700,150,20,0.5,30,30,1,185.8090519,600,300,300000000000,2142268540,2142.26854,42.84537081,107.113427,74.97939892,3.570447567
Temperatura,700,150,15,0.5,30,30,1,185.8090519,450,225,225000000000,1606701405,1606.701405,32.13402811,80.33507027,56.23454919,3.570447567
Temperatura,700,180,10,1,30,30,1,185.8090519,300,300,300000000000,2142268540,2142.26854,42.84537081,107.113427,74.97939892,7.140895135
Temperatura,700,180,20,1,30,30,1,185.8090519,600,600,600000000000,4284537081,4284.537081,85.69074162,214.226854,149.9587978,7.140895135
Temperatura,700,180,15,1,30,30,1,185.8090519,450,450,450000000000,3213402811,3213.402811,64.26805621,160.6701405,112.4690984,7.140895135
Temperatura,700,180,10,0.5,30,30,1,185.8090519,300,150,150000000000,1071134270,1071.13427,21.4226854,53.55671351,37.48969946,3.570447567
Temperatura,700,180,20,0.5,30,30,1,185.8090519,600,300,300000000000,2142268540,2142.26854,42.84537081,107.113427,74.97939892,3.570447567
Temperatura,700,180,15,0.5,30,30,1,185.8090519,450,225,225000000000,1606701405,1606.701405,32.13402811,80.33507027,56.23454919,3.570447567
Temperatura,750,150,10,1,30,30,1,186.6479544,300,300,300000000000,2169858264,2169.858264,43.39716528,108.4929132,75.94503925,7.232860881
Temperatura,750,150,15,1,30,30,1,186.6479544,450,450,450000000000,3254787396,3254.787396,65.09574793,162.7393698,113.9175589,7.232860881
Temperatura,750,150,20,1,30,30,1,186.6479544,600,600,600000000000,4339716528,4339.716528,86.79433057,216.9858264,151.8900785,7.232860881
Temperatura,750,150,10,0.5,30,30,1,186.6479544,300,150,150000000000,1084929132,1084.929132,21.69858264,54.24645661,37.97251962,3.61643044
Temperatura,750,150,15,0.5,30,30,1,186.6479544,450,225,225000000000,1627393698,1627.393698,32.54787396,81.36968491,56.95877944,3.61643044
Temperatura,750,150,20,0.5,30,30,1,186.6479544,600,300,300000000000,2169858264,2169.858264,43.39716528,108.4929132,75.94503925,3.61643044
Temperatura,800,150,10,1,30,30,1,187.4868274,300,300,300000000000,2197613852,2197.613852,43.95227703,109.8806926,76.9164848,7.325379505
Temperatura,800,150,15,1,30,30,1,187.4868274,450,450,450000000000,3296420777,3296.420777,65.92841555,164.8210389,115.3747272,7.325379505
Temperatura,800,150,20,1,30,30,1,187.4868274,600,600,600000000000,4395227703,4395.227703,87.90455406,219.7613852,153.8329696,7.325379505
Temperatura,800,150,10,0.5,30,30,1,187.4868274,300,150,150000000000,1098806926,1098.806926,21.97613852,54.94034629,38.4582424,3.662689753
Temperatura,800,150,15,0.5,30,30,1,187.4868274,450,225,225000000000,1648210389,1648.210389,32.96420777,82.41051943,57.6873636,3.662689753
Temperatura,800,150,20,0.5,30,30,1,187.4868274,600,300,300000000000,2197613852,2197.613852,43.95227703,109.8806926,76.9164848,3.662689753
Temperatura,750,180,10,1,30,30,1,186.6479544,300,300,300000000000,2169858264,2169.858264,43.39716528,108.4929132,75.94503925,7.232860881
Temperatura,750,180,15,1,30,30,1,186.6479544,450,450,450000000000,3254787396,3254.787396,65.09574793,162.7393698,113.9175589,7.232860881
Temperatura,750,180,20,1,30,30,1,186.6479544,600,600,600000000000,4339716528,4339.716528,86.79433057,216.9858264,151.8900785,7.232860881
Temperatura,750,180,10,0.5,30,30,1,186.6479544,300,150,150000000000,1084929132,1084.929132,21.69858264,54.24645661,37.97251962,3.61643044
Temperatura,750,180,15,0.5,30,30,1,186.6479544,450,225,225000000000,1627393698,1627.393698,32.54787396,81.36968491,56.95877944,3.61643044
Temperatura,750,180,20,0.5,30,30,1,186.6479544,600,300,300000000000,2169858264,2169.858264,43.39716528,108.4929132,75.94503925,3.61643044
Temperatura,850,150,10,1,30,30,1,188.325962,300,300,300000000000,2225544995,2225.544995,44.5108999,111.2772498,77.89407483,7.418483317
Temperatura,850,150,15,1,30,30,1,188.325962,450,450,450000000000,3338317493,3338.317493,66.76634985,166.9158746,116.8411122,7.418483317
Temperatura,850,150,20,1,30,30,1,188.325962,600,600,600000000000,4451089990,4451.08999,89.0217998,222.5544995,155.7881497,7.418483317
Temperatura,850,150,10,0.5,30,30,1,188.325962,300,150,150000000000,1112772498,1112.772498,22.25544995,55.63862488,38.94703741,3.709241658
Temperatura,850,150,15,0.5,30,30,1,188.325962,450,225,225000000000,1669158746,1669.158746,33.38317493,83.45793731,58.42055612,3.709241658
Temperatura,850,150,20,0.5,30,30,1,188.325962,600,300,300000000000,2225544995,2225.544995,44.5108999,111.2772498,77.89407483,3.709241658
Temperatura,900,150,10,1,30,30,1,189.1649976,300,300,300000000000,2253639743,2253.639743,45.07279487,112.6819872,78.87739102,7.512132478
Temperatura,900,150,15,1,30,30,1,189.1649976,450,450,450000000000,3380459615,3380.459615,67.6091923,169.0229808,118.3160865,7.512132478
Temperatura,900,150,20,1,30,30,1,189.1649976,600,600,600000000000,4507279487,4507.279487,90.14558974,225.3639743,157.754782,7.512132478
Temperatura,900,150,10,0.5,30,30,1,189.1649976,300,150,150000000000,1126819872,1126.819872,22.53639743,56.34099359,39.43869551,3.756066239
Temperatura,900,150,15,0.5,30,30,1,189.1649976,450,225,225000000000,1690229808,1690.229808,33.80459615,84.51149038,59.15804327,3.756066239
Temperatura,900,150,20,0.5,30,30,1,189.1649976,600,300,300000000000,2253639743,2253.639743,45.07279487,112.6819872,78.87739102,3.756066239
Temperatura,800,180,10,1,30,30,1,187.4868274,300,300,300000000000,2197613852,2197.613852,43.95227703,109.8806926,76.9164848,7.325379505
Temperatura,800,180,15,1,30,30,1,187.4868274,450,450,450000000000,3296420777,3296.420777,65.92841555,164.8210389,115.3747272,7.325379505
Temperatura,800,180,20,1,30,30,1,187.4868274,600,600,600000000000,4395227703,4395.227703,87.90455406,219.7613852,153.8329696,7.325379505
Temperatura,800,180,10,0.5,30,30,1,187.4868274,300,150,150000000000,1098806926,1098.806926,21.97613852,54.94034629,38.4582424,3.662689753
Temperatura,800,180,15,0.5,30,30,1,187.4868274,450,225,225000000000,1648210389,1648.210389,32.96420777,82.41051943,57.6873636,3.662689753
Temperatura,800,180,20,0.5,30,30,1,187.4868274,600,300,300000000000,2197613852,2197.613852,43.95227703,109.8806926,76.9164848,3.662689753
Temperatura,950,150,10,1,30,30,1,190.0042295,300,300,300000000000,2281908012,2281.908012,45.63816024,114.0954006,79.86678042,7.60636004
Temperatura,950,150,15,1,30,30,1,190.0042295,450,450,450000000000,3422862018,3422.862018,68.45724036,171.1431009,119.8001706,7.60636004
Temperatura,950,150,20,1,30,30,1,190.0042295,600,600,600000000000,4563816024,4563.816024,91.27632048,228.1908012,159.7335608,7.60636004
Temperatura,950,150,10,0.5,30,30,1,190.0042295,300,150,150000000000,1140954006,1140.954006,22.81908012,57.0477003,39.93339021,3.80318002
Temperatura,950,150,15,0.5,30,30,1,190.0042295,450,225,225000000000,1711431009,1711.431009,34.22862018,85.57155045,59.90008531,3.80318002
Temperatura,950,150,20,0.5,30,30,1,190.0042295,600,300,300000000000,2281908012,2281.908012,45.63816024,114.0954006,79.86678042,3.80318002
Temperatura,700,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,700,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,700,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,700,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,700,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,700,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,850,180,10,1,30,30,1,188.325962,300,300,300000000000,2225544995,2225.544995,44.5108999,111.2772498,77.89407483,7.418483317
Temperatura,850,180,15,1,30,30,1,188.325962,450,450,450000000000,3338317493,3338.317493,66.76634985,166.9158746,116.8411122,7.418483317
Temperatura,850,180,20,1,30,30,1,188.325962,600,600,600000000000,4451089990,4451.08999,89.0217998,222.5544995,155.7881497,7.418483317
Temperatura,850,180,10,0.5,30,30,1,188.325962,300,150,150000000000,1112772498,1112.772498,22.25544995,55.63862488,38.94703741,3.709241658
Temperatura,850,180,15,0.5,30,30,1,188.325962,450,225,225000000000,1669158746,1669.158746,33.38317493,83.45793731,58.42055612,3.709241658
Temperatura,850,180,20,0.5,30,30,1,188.325962,600,300,300000000000,2225544995,2225.544995,44.5108999,111.2772498,77.89407483,3.709241658
Temperatura,750,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,750,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,750,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,750,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,750,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,750,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,800,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,800,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,800,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,800,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,800,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,800,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,900,180,10,1,30,30,1,189.1649976,300,300,300000000000,2253639743,2253.639743,45.07279487,112.6819872,78.87739102,7.512132478
Temperatura,900,180,15,1,30,30,1,189.1649976,450,450,450000000000,3380459615,3380.459615,67.6091923,169.0229808,118.3160865,7.512132478
Temperatura,900,180,20,1,30,30,1,189.1649976,600,600,600000000000,4507279487,4507.279487,90.14558974,225.3639743,157.754782,7.512132478
Temperatura,900,180,10,0.5,30,30,1,189.1649976,300,150,150000000000,1126819872,1126.819872,22.53639743,56.34099359,39.43869551,3.756066239
Temperatura,900,180,15,0.5,30,30,1,189.1649976,450,225,225000000000,1690229808,1690.229808,33.80459615,84.51149038,59.15804327,3.756066239
Temperatura,900,180,20,0.5,30,30,1,189.1649976,600,300,300000000000,2253639743,2253.639743,45.07279487,112.6819872,78.87739102,3.756066239
Temperatura,850,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,850,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,850,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,850,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,850,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,850,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,900,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,900,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,900,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,900,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,900,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,900,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,950,180,10,1,30,30,1,190.0042295,300,300,300000000000,2281908012,2281.908012,45.63816024,114.0954006,79.86678042,7.60636004
Temperatura,950,180,15,1,30,30,1,190.0042295,450,450,450000000000,3422862018,3422.862018,68.45724036,171.1431009,119.8001706,7.60636004
Temperatura,950,180,20,1,30,30,1,190.0042295,600,600,600000000000,4563816024,4563.816024,91.27632048,228.1908012,159.7335608,7.60636004
Temperatura,950,180,10,0.5,30,30,1,190.0042295,300,150,150000000000,1140954006,1140.954006,22.81908012,57.0477003,39.93339021,3.80318002
Temperatura,950,180,15,0.5,30,30,1,190.0042295,450,225,225000000000,1711431009,1711.431009,34.22862018,85.57155045,59.90008531,3.80318002
Temperatura,950,180,20,0.5,30,30,1,190.0042295,600,300,300000000000,2281908012,2281.908012,45.63816024,114.0954006,79.86678042,3.80318002
Temperatura,950,200,10,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,950,200,10,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,950,200,15,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,950,200,15,1,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,950,200,20,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Temperatura,950,200,20,1,0,0,0,,0,0,0,0,0,0,0,0,0